months_as_customer,age,policy_bind_date,policy_state,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,property_damage,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,policy_deductable_cat,umbrella_limit_cat,bodily_injuries_cat,incident_hour_cat,vehicles_involved_cat,witnesses_cat,policy_csl_cat
134,32,1991-01-02,IL,1612.43,FEMALE,MD,other-service,yachting,own-child,36400,0,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,,YES,64240,11680,11680,40880,BMW,3 Series,2015,N,Low,None,Major,Early Morning,Single Vehicle,Single Witness,Premium
31,36,1999-08-15,IL,1318.24,FEMALE,College,prof-specialty,kayaking,not-in-family,0,-78600,2015-01-30,Parked Car,,Trivial Damage,,WV,Arlington,NO,YES,4700,940,470,3290,Dodge,Neon,2002,N,High,Unknown,None,Morning,Single Vehicle,Single Witness,Premium
41,25,1992-01-15,IN,1226.83,FEMALE,College,exec-managerial,exercise,not-in-family,0,-56100,2015-01-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Columbus,YES,,45120,0,5640,39480,Accura,MDX,2011,Y,Medium,None,Major,Afternoon,Multi-Vehicle,No Witness,Basic
127,29,1999-12-07,OH,1326.44,FEMALE,High School,sales,board-games,own-child,0,0,2015-02-24,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,YES,,66950,10300,10300,46350,Saab,93,1995,N,High,Unknown,Minor,Afternoon,Two Vehicles,Single Witness,Standard
61,23,1993-06-06,IL,1136.83,FEMALE,Associate,tech-support,exercise,own-child,0,-62400,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Columbus,NO,,98340,8940,17880,71520,Honda,Accord,2004,Y,High,Unknown,None,Afternoon,Single Vehicle,Multiple Witnesses,Standard
207,42,2000-10-03,IL,1322.78,MALE,PhD,farming-fishing,yachting,own-child,55200,0,2015-02-28,Parked Car,,Trivial Damage,,WV,Springfield,NO,NO,5900,590,590,4720,BMW,X5,2007,N,High,None,None,Morning,Single Vehicle,Single Witness,Standard
219,43,2010-12-29,IN,1483.25,FEMALE,MD,exec-managerial,exercise,not-in-family,90700,-20800,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Riverwood,NO,,70680,5890,11780,53010,Ford,Fusion,2009,N,Medium,None,Minor,Early Morning,Multi-Vehicle,Single Witness,Basic
271,42,1990-03-17,IL,1515.3,FEMALE,High School,machine-op-inspct,hiking,not-in-family,0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,NO,NO,93720,17040,8520,68160,Mercedes,ML350,2005,N,Low,None,Minor,Evening,Multi-Vehicle,No Witness,Basic
80,25,2012-03-01,IL,1075.18,FEMALE,PhD,armed-forces,exercise,husband,67700,-58400,2015-02-21,Vehicle Theft,,Minor Damage,,OH,Northbrook,NO,YES,6930,1260,630,5040,Toyota,Highlander,2001,N,High,Unknown,Major,Early Morning,Single Vehicle,No Witness,Basic
325,47,2006-02-05,IN,1690.27,FEMALE,Associate,protective-serv,hiking,not-in-family,61500,0,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,YES,NO,72930,6630,6630,59670,Dodge,RAM,2006,Y,Medium,None,None,Morning,Single Vehicle,Multiple Witnesses,Premium
29,25,2014-11-01,IL,1352.83,MALE,Masters,farming-fishing,skydiving,own-child,0,-71700,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,YES,YES,64890,7210,7210,50470,Nissan,Pathfinder,2013,Y,High,None,Minor,Early Morning,Multi-Vehicle,Multiple Witnesses,Standard
295,48,2009-06-17,OH,1148.73,FEMALE,College,machine-op-inspct,kayaking,wife,0,0,2015-02-22,Parked Car,,Trivial Damage,,WV,Columbus,,YES,5400,900,900,3600,Saab,95,1999,N,Medium,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Standard
239,42,1999-09-20,IL,969.5,MALE,College,exec-managerial,reading,not-in-family,0,0,2015-01-26,Vehicle Theft,,Trivial Damage,,NC,Northbrook,NO,,5600,700,700,4200,Audi,A3,2007,N,Medium,None,None,Morning,Single Vehicle,No Witness,Basic
269,41,1990-10-19,IN,1463.82,FEMALE,College,protective-serv,yachting,not-in-family,0,-72300,2015-01-24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,YES,,79300,15860,15860,47580,Saab,92x,2007,N,Low,None,None,Evening,Single Vehicle,No Witness,Basic
80,27,1996-08-05,IL,1474.17,FEMALE,College,tech-support,exercise,unmarried,0,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,YES,YES,52800,10560,5280,36960,Saab,95,2004,N,Medium,None,Minor,Afternoon,Single Vehicle,No Witness,Basic
279,41,2001-06-06,IL,1497.35,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300,-31700,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,,NO,28800,0,3600,25200,Ford,Fusion,2013,N,Low,None,Major,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
165,33,2007-03-25,OH,1427.14,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,2015-02-15,Parked Car,,Minor Damage,Police,WV,Northbend,NO,NO,2970,330,330,2310,Toyota,Highlander,2008,N,Medium,None,Minor,Early Morning,Single Vehicle,Single Witness,Basic
350,54,2013-10-31,OH,1495.1,MALE,College,other-service,basketball,wife,50500,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,NO,,93480,15580,7790,70110,Chevrolet,Malibu,2014,N,Low,None,None,Afternoon,Multi-Vehicle,No Witness,Premium
295,49,1992-06-13,IL,1141.62,MALE,College,prof-specialty,kayaking,husband,34300,-24300,2015-01-01,Vehicle Theft,,Minor Damage,,WV,Columbus,YES,YES,4320,480,480,3360,Mercedes,E400,2002,N,Low,None,Minor,Early Morning,Single Vehicle,Multiple Witnesses,Basic
464,61,1990-10-07,OH,1125.37,FEMALE,Associate,prof-specialty,basketball,husband,0,-56400,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,,YES,79800,6650,19950,53200,Saab,95,2000,Y,Medium,None,None,Morning,Multi-Vehicle,Multiple Witnesses,Premium
118,28,1991-12-28,IN,1207.36,FEMALE,High School,handlers-cleaners,camping,own-child,0,-57000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,NO,,74200,7420,14840,51940,Volkswagen,Passat,1997,N,High,None,Minor,Evening,Two Vehicles,No Witness,Premium
298,47,1998-11-11,IL,1338.5,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800,0,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,,,70590,10860,10860,48870,Saab,93,2000,Y,High,None,None,Early Morning,Single Vehicle,No Witness,Premium
87,31,2009-06-26,IN,1074.07,FEMALE,Masters,sales,chess,husband,0,-47500,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,NO,YES,60940,5540,11080,44320,Nissan,Ultima,2006,Y,Medium,None,None,Afternoon,Multi-Vehicle,Multiple Witnesses,Premium
261,42,2009-01-11,OH,1337.56,FEMALE,College,prof-specialty,video-games,unmarried,0,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,,YES,74700,7470,14940,52290,Dodge,RAM,2010,N,Low,None,Minor,Evening,Single Vehicle,Multiple Witnesses,Standard
453,60,2003-03-18,IN,1298.91,MALE,PhD,craft-repair,dancing,unmarried,52600,-38800,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,YES,,70000,14000,7000,49000,Ford,F150,2015,Y,Low,Unknown,None,Early Morning,Single Vehicle,No Witness,Basic
210,41,2012-11-02,IL,1222.75,MALE,High School,exec-managerial,polo,other-relative,0,-41000,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,,NO,81070,14740,14740,51590,BMW,X5,2001,N,Low,None,Major,Afternoon,Multi-Vehicle,No Witness,Premium
168,32,2000-05-04,IN,1059.52,MALE,MD,protective-serv,camping,own-child,0,-40600,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,,,57720,14430,9620,33670,Saab,93,2007,N,Medium,None,Minor,Afternoon,Two Vehicles,Single Witness,Basic
390,51,1999-09-29,OH,1124.38,MALE,Associate,armed-forces,reading,other-relative,0,0,2015-02-24,Vehicle Theft,,Minor Damage,,VA,Northbrook,YES,YES,7080,1180,1180,4720,Ford,F150,2001,N,High,None,Minor,Morning,Single Vehicle,Single Witness,Standard
258,46,1999-03-09,IN,1110.37,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,NO,,47700,4770,9540,33390,Accura,MDX,1997,Y,Medium,Unknown,None,Afternoon,Multi-Vehicle,Single Witness,Basic
107,31,1991-02-13,IL,1374.22,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,NO,NO,51260,9320,9320,32620,Suburu,Legacy,2002,N,High,None,None,Afternoon,Single Vehicle,Multiple Witnesses,Premium
225,41,1993-08-05,OH,1103.58,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,,NO,70400,6400,12800,51200,Toyota,Highlander,2011,Y,High,None,Major,Evening,Multi-Vehicle,Multiple Witnesses,Premium
164,38,1997-10-31,IL,1269.76,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,NO,YES,90000,18000,9000,63000,Ford,Fusion,2015,N,High,None,Minor,Early Morning,Single Vehicle,Multiple Witnesses,Standard
245,39,2001-04-21,OH,964.79,FEMALE,Associate,adm-clerical,camping,husband,58000,0,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,,,72820,13240,6620,52960,BMW,3 Series,2010,N,Low,Unknown,None,Morning,Multi-Vehicle,Single Witness,Standard
255,41,2013-01-08,IL,1167.3,MALE,High School,priv-house-serv,board-games,other-relative,0,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,NO,,69300,13860,13860,41580,Volkswagen,Passat,2000,N,High,Unknown,Major,Evening,Single Vehicle,No Witness,Premium
206,36,2009-07-23,IL,1625.45,FEMALE,MD,other-service,video-games,other-relative,0,-53700,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,NO,NO,76560,12760,12760,51040,Ford,Fusion,2008,Y,Low,Unknown,Major,Morning,Single Vehicle,Single Witness,Premium
203,38,1998-02-20,IL,1394.43,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,,YES,55440,0,6160,49280,Nissan,Maxima,1999,Y,Low,None,None,Morning,Single Vehicle,Single Witness,Standard
22,25,2008-03-13,OH,1053.24,FEMALE,College,prof-specialty,movies,other-relative,51100,0,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,YES,NO,77130,8570,17140,51420,Accura,MDX,1995,N,High,None,Minor,Early Morning,Multi-Vehicle,No Witness,Standard
211,35,1996-08-20,IL,1040.75,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,YES,,42000,7000,7000,28000,BMW,X5,2011,N,Low,None,Minor,Early Morning,Single Vehicle,Single Witness,Basic
206,39,2014-07-27,IN,1302.4,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,NO,YES,36300,3300,9900,23100,Ford,Escape,2013,N,Medium,Unknown,Major,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
166,38,1992-11-09,IL,1588.55,MALE,MD,protective-serv,video-games,unmarried,59600,-32100,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,NO,,40320,5760,5760,28800,Suburu,Impreza,2001,N,High,None,None,Morning,Single Vehicle,No Witness,Basic
165,32,2012-06-04,IN,1399.26,FEMALE,High School,tech-support,exercise,own-child,70500,0,2015-02-08,Parked Car,,Minor Damage,Police,PA,Northbrook,,,3960,330,660,2970,BMW,M5,1998,N,Low,None,Major,Morning,Single Vehicle,No Witness,Premium
274,43,2001-05-13,OH,1352.31,MALE,College,farming-fishing,basketball,wife,40700,-47300,2015-02-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,YES,YES,63840,10640,10640,42560,BMW,X5,2006,Y,High,None,None,Evening,Single Vehicle,Multiple Witnesses,Basic
81,28,2011-09-17,IL,1139.0,FEMALE,Masters,sales,sleeping,husband,42400,0,2015-01-14,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,,,44730,4970,4970,34790,Saab,92x,2000,Y,Medium,Unknown,Minor,Early Morning,Multi-Vehicle,Multiple Witnesses,Standard
280,45,2011-07-15,IN,1397.67,MALE,JD,machine-op-inspct,camping,wife,57900,0,2015-01-22,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,YES,NO,84720,14120,14120,56480,Ford,Escape,1999,N,Medium,None,Minor,Early Morning,Multi-Vehicle,Multiple Witnesses,Standard
194,39,2005-07-27,IN,823.17,MALE,Masters,adm-clerical,paintball,own-child,0,0,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,,NO,61500,6150,12300,43050,Dodge,RAM,2012,N,Low,None,Major,Early Morning,Multi-Vehicle,Multiple Witnesses,Standard
112,27,2005-10-18,OH,965.13,FEMALE,Masters,tech-support,exercise,unmarried,60000,-54800,2015-02-22,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,,,51000,8500,8500,34000,Nissan,Pathfinder,2013,N,Low,None,None,Evening,Multi-Vehicle,Single Witness,Basic
24,33,1996-01-19,IL,1922.84,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-45200,2015-01-24,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,,NO,46800,4680,9360,32760,Jeep,Wrangler,2002,N,Medium,None,Major,Early Morning,Single Vehicle,Single Witness,Premium
93,32,2005-09-29,OH,1624.82,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,,,78120,17360,8680,52080,BMW,3 Series,2006,N,High,None,Minor,Afternoon,Single Vehicle,Single Witness,Standard
171,34,1997-02-18,IN,1277.25,FEMALE,College,exec-managerial,yachting,other-relative,84900,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,NO,,69200,13840,6920,48440,Volkswagen,Passat,1996,Y,High,None,Minor,Afternoon,Single Vehicle,Multiple Witnesses,Standard
200,40,2010-05-11,IL,1439.34,FEMALE,High School,sales,exercise,other-relative,45300,-20400,2015-01-01,Vehicle Theft,,Minor Damage,Police,VA,Riverwood,,NO,3690,410,410,2870,Ford,Escape,2015,N,Medium,None,None,Morning,Single Vehicle,No Witness,Basic
120,28,2009-02-06,IL,1281.27,FEMALE,PhD,tech-support,golf,not-in-family,68900,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,NO,,65500,6550,6550,52400,BMW,X5,2010,N,Medium,None,None,Morning,Multi-Vehicle,Multiple Witnesses,Standard
325,46,2013-07-09,IL,1348.83,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,2015-02-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,,YES,76120,13840,6920,55360,Toyota,Camry,1999,N,Low,None,Minor,Evening,Multi-Vehicle,Multiple Witnesses,Premium
124,32,1992-06-06,IL,1198.15,FEMALE,MD,other-service,hiking,not-in-family,0,-43200,2015-02-21,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,NO,YES,73560,12260,12260,49040,BMW,X5,1995,N,Medium,None,None,Evening,Multi-Vehicle,Multiple Witnesses,Standard
211,35,1998-03-08,OH,1221.22,MALE,Masters,machine-op-inspct,camping,other-relative,76000,0,2015-01-21,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,YES,,52030,9460,4730,37840,Mercedes,E400,2008,N,High,None,None,Early Morning,Single Vehicle,Single Witness,Basic
287,41,2004-03-29,IL,968.74,MALE,Masters,transport-moving,video-games,wife,0,-49000,2015-01-19,Vehicle Theft,,Trivial Damage,,SC,Northbrook,,,5170,470,940,3760,Suburu,Forrestor,2001,N,High,None,Major,Morning,Single Vehicle,Multiple Witnesses,Premium
122,34,2006-06-01,IN,1220.71,MALE,PhD,machine-op-inspct,video-games,own-child,58600,-28700,2015-02-27,Parked Car,,Minor Damage,,SC,Northbend,,YES,8190,1890,1260,5040,Chevrolet,Silverado,2013,N,Medium,None,Major,Early Morning,Single Vehicle,Single Witness,Standard
22,29,1994-06-08,IN,1238.62,MALE,MD,exec-managerial,yachting,other-relative,0,-56200,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,,,70800,7080,14160,49560,Accura,MDX,2012,Y,High,Unknown,Major,Afternoon,Single Vehicle,Multiple Witnesses,Standard
106,31,1998-02-12,IL,1320.75,FEMALE,JD,farming-fishing,video-games,wife,54100,0,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,,YES,45630,5070,5070,35490,Accura,MDX,2011,N,High,None,None,Evening,Multi-Vehicle,Multiple Witnesses,Premium
398,58,2000-11-16,OH,990.98,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-57900,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,YES,,99320,7640,15280,76400,Accura,TL,2002,Y,Low,None,Major,Evening,Single Vehicle,Single Witness,Basic
214,41,2004-10-24,IL,1398.51,MALE,Masters,tech-support,polo,not-in-family,0,-57100,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,,NO,64000,12800,6400,44800,BMW,X6,1996,Y,Low,Unknown,Major,Afternoon,Multi-Vehicle,No Witness,Premium
209,38,2009-11-08,OH,1355.08,FEMALE,MD,other-service,golf,other-relative,58100,0,2015-01-19,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,,,47300,4730,4730,37840,Nissan,Pathfinder,2014,N,Low,None,Minor,Evening,Single Vehicle,Single Witness,Basic
82,27,1996-09-21,IL,1384.51,MALE,PhD,adm-clerical,reading,not-in-family,13100,-38200,2015-02-18,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,NO,,71680,8960,8960,53760,Volkswagen,Jetta,2007,Y,Medium,None,Major,Afternoon,Single Vehicle,Multiple Witnesses,Basic
193,41,1995-07-16,OH,847.03,FEMALE,JD,craft-repair,skydiving,not-in-family,0,0,2015-02-08,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,,YES,112320,17280,17280,77760,Suburu,Impreza,2011,Y,Low,None,Minor,Early Morning,Single Vehicle,No Witness,Standard
134,32,2001-06-09,OH,1000.06,FEMALE,PhD,farming-fishing,base-jumping,wife,0,0,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,,,82720,7520,15040,60160,Audi,A3,2014,N,Medium,None,Minor,Afternoon,Single Vehicle,No Witness,Basic
288,45,2002-10-06,IL,1046.71,MALE,Masters,priv-house-serv,polo,husband,0,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,,,48060,10680,5340,32040,Mercedes,C300,2009,N,Medium,None,Major,Early Morning,Multi-Vehicle,Single Witness,Basic
104,32,1997-07-14,IN,1158.03,MALE,High School,exec-managerial,kayaking,own-child,31900,-44600,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,YES,YES,63570,9780,9780,44010,Volkswagen,Jetta,2006,Y,Low,None,Minor,Evening,Multi-Vehicle,Multiple Witnesses,Standard
431,54,1994-11-11,OH,1372.27,FEMALE,Masters,craft-repair,paintball,own-child,17600,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,NO,,63240,10540,10540,42160,Suburu,Forrestor,1997,N,Medium,None,Major,Afternoon,Multi-Vehicle,Multiple Witnesses,Basic
101,33,2012-06-23,OH,1053.04,FEMALE,Masters,other-service,reading,own-child,52000,-44500,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,NO,,54240,9040,9040,36160,Saab,93,2013,Y,Medium,Unknown,Minor,Evening,Multi-Vehicle,Multiple Witnesses,Basic
375,50,2007-02-18,OH,1275.39,MALE,Associate,sales,bungie-jumping,other-relative,0,0,2015-02-12,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,YES,NO,37280,0,0,37280,Audi,A5,1996,Y,Medium,None,Major,Afternoon,Single Vehicle,Multiple Witnesses,Basic
461,61,2005-06-27,OH,1402.75,MALE,JD,exec-managerial,exercise,husband,0,0,2015-02-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,,YES,72100,7210,14420,50470,Jeep,Wrangler,2006,N,High,None,Major,Morning,Multi-Vehicle,Single Witness,Basic
428,59,1999-09-29,IN,1344.36,FEMALE,JD,prof-specialty,hiking,other-relative,0,0,2015-02-06,Parked Car,,Minor Damage,,WV,Northbend,,NO,6500,1300,650,4550,Saab,92x,2013,N,Low,Unknown,Major,Morning,Single Vehicle,Multiple Witnesses,Standard
45,38,2006-05-14,IN,1197.71,MALE,Masters,machine-op-inspct,movies,not-in-family,29000,0,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,,,78240,13040,13040,52160,Suburu,Legacy,2013,N,Medium,None,Major,Afternoon,Multi-Vehicle,No Witness,Basic
136,29,2010-04-29,OH,1203.24,FEMALE,JD,transport-moving,video-games,other-relative,62500,-66900,2015-02-05,Vehicle Theft,,Minor Damage,Police,NY,Columbus,,,6200,1240,620,4340,Honda,Accord,1999,N,Low,None,Major,Morning,Single Vehicle,No Witness,Basic
216,36,1992-11-10,IN,1152.4,FEMALE,Associate,priv-house-serv,reading,unmarried,39600,-82400,2015-01-25,Parked Car,,Minor Damage,Police,VA,Springfield,YES,,6160,560,1680,3920,Mercedes,E400,2014,N,Medium,None,Major,Early Morning,Single Vehicle,Multiple Witnesses,Premium
278,48,1999-07-24,IN,1142.62,FEMALE,MD,farming-fishing,dancing,not-in-family,0,-54000,2015-01-16,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,,,76050,11700,11700,52650,Chevrolet,Silverado,1997,N,High,Unknown,Major,Afternoon,Single Vehicle,No Witness,Premium
295,48,1992-02-22,OH,1332.07,FEMALE,MD,exec-managerial,polo,unmarried,49700,-59100,2015-01-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,NO,YES,86060,13240,13240,59580,Volkswagen,Passat,2002,N,Medium,None,Major,Evening,Two Vehicles,Single Witness,Premium
